rok,vek,pohlavie,kategoria,pocet,priemer_eur
2017,90,M,CV,6,171.24
2017,91,M,S,1052,407.93
2017,91,M,C,98,310.04
2017,91,M,V,52,222.34
2017,91,M,CV,5,168.95
2017,92,M,S,747,402.45
2017,92,M,C,71,305.88
2017,92,M,V,37,219.35
2017,92,M,CV,4,166.73
2017,93,M,S,516,397.04
2017,93,M,C,49,301.72
2017,93,M,V,26,216.37
2017,93,M,CV,2,164.45
2017,94,M,S,343,391.57
2017,94,M,C,33,297.63
2017,94,M,V,17,213.39
2017,94,M,CV,2,162.23
2017,95,M,S,219,386.16
2017,95,M,C,21,293.47
2017,95,M,V,11,210.48
2017,95,M,CV,1,159.94
2017,60,Z,S,4304,375.2
2017,60,Z,P,198,350.87
2017,60,Z,C,190,285.15
2017,60,Z,V,23,204.52
2017,60,Z,PC,9,266.64
2017,60,Z,CV,1,155.43
2017,61,Z,S,13854,386.3
2017,61,Z,P,543,361.13
2017,61,Z,C,623,293.54
2017,61,Z,V,74,210.55
2017,61,Z,PC,24,274.47
2017,61,Z,PV,1,196.82
2017,61,Z,CV,3,160.01
2017,62,Z,S,23467,397.32
2017,62,Z,P,784,371.46
2017,62,Z,C,1073,301.92
2017,62,Z,V,126,216.51
2017,62,Z,PC,36,282.3
2017,62,Z,PV,2,202.44
2017,62,Z,CV,6,164.59
2017,63,Z,S,27630,408.34
2017,63,Z,P,786,381.79
2017,63,Z,C,1285,310.31
2017,63,Z,V,150,222.54
2017,63,Z,PC,37,290.14
2017,63,Z,PV,2,208.05
2017,63,Z,CV,7,169.16
2017,64,Z,S,27387,419.37
2017,64,Z,P,665,392.12
2017,64,Z,C,1295,318.7
2017,64,Z,V,149,228.58
2017,64,Z,PC,31,298.04
2017,64,Z,PV,1,213.67
2017,64,Z,CV,7,173.74
2017,65,Z,S,27103,430.39
2017,65,Z,P,562,402.45
2017,65,Z,C,1303,327.09
2017,65,Z,V,149,234.61
2017,65,Z,PC,27,305.88
2017,65,Z,PV,1,219.35
2017,65,Z,CV,7,178.24
2017,66,Z,S,26775,441.48
2017,66,Z,P,474,412.78
2017,66,Z,C,1309,335.48
2017,66,Z,V,148,240.57
2017,66,Z,PC,23,313.71
2017,66,Z,PV,1,224.97
2017,66,Z,CV,7,182.82
2017,67,Z,S,26402,437.05
2017,67,Z,P,399,408.62
2017,67,Z,C,1312,332.15
2017,67,Z,V,147,238.21
2017,67,Z,PC,20,310.59
2017,67,Z,PV,1,222.68
2017,67,Z,CV,7,181.02
2017,68,Z,S,25705,432.61
2017,68,Z,P,332,404.53
2017,68,Z,C,1297,328.82
2017,68,Z,V,144,235.79
2017,68,Z,PC,17,307.4
2017,68,Z,PV,1,220.46
2017,68,Z,CV,7,179.21
2017,69,Z,S,24987,428.17
2017,69,Z,P,276,400.37
2017,69,Z,C,1281,325.43
2017,69,Z,V,140,233.36
2017,69,Z,PC,14,304.28
2017,69,Z,PV,1,218.18
2017,69,Z,CV,7,177.34
2017,70,Z,S,24240,423.8
2017,70,Z,P,229,396.21
2017,70,Z,C,1262,322.1
2017,70,Z,V,137,230.93
2017,70,Z,PC,12,301.16
2017,70,Z,PV,1,215.96
2017,70,Z,CV,7,175.54
2017,71,Z,S,23464,419.37
2017,71,Z,P,189,392.12
2017,71,Z,C,1240,318.7
2017,71,Z,V,133,228.58
2017,71,Z,PC,10,298.04
2017,71,Z,CV,7,173.74
2017,72,Z,S,22658,414.93
2017,72,Z,P,157,387.96
2017,72,Z,C,1216,315.37
2017,72,Z,V,130,226.15
2017,72,Z,PC,8,294.85
2017,72,Z,CV,7,171.86
2017,73,Z,S,22252,410.56
2017,73,Z,P,132,383.87
2017,73,Z,C,1212,312.05
2017,73,Z,V,128,223.72
2017,73,Z,PC,7,291.73
2017,73,Z,CV,7,170.06
2017,74,Z,S,21790,406.13
2017,74,Z,P,110,379.71
2017,74,Z,C,1204,308.65
2017,74,Z,V,126,221.37
2017,74,Z,PC,6,288.61
2017,74,Z,CV,7,168.19
2017,75,Z,S,21270,401.69
2017,75,Z,P,92,375.62
2017,75,Z,C,1193,305.32
2017,75,Z,V,124,218.94
2017,75,Z,PC,5,285.49
2017,75,Z,CV,7,166.39
2017,76,Z,S,20690,397.32
2017,76,Z,P,77,371.46
2017,76,Z,C,1177,301.92
2017,76,Z,V,121,216.51
2017,76,Z,PC,4,282.3
2017,76,Z,CV,7,164.59
2017,77,Z,S,20051,392.88
2017,77,Z,P,64,367.37
2017,77,Z,C,1157,298.6
2017,77,Z,V,118,214.16
2017,77,Z,PC,4,279.19
2017,77,Z,CV,7,162.71
2017,78,Z,S,19294,388.45
2017,78,Z,P,52,363.21
2017,78,Z,C,1128,295.27
2017,78,Z,V,114,211.73
2017,78,Z,PC,3,276.07
2017,78,Z,CV,7,160.91
2017,79,Z,S,18489,384.08
2017,79,Z,P,43,359.12
2017,79,Z,C,1096,291.87
2017,79,Z,V,110,209.3
2017,79,Z,PC,3,272.95
2017,79,Z,CV,7,159.11
2017,80,Z,S,17634,379.64
2017,80,Z,P,35,354.96
2017,80,Z,C,1060,288.54
2017,80,Z,V,106,206.88
2017,80,Z,PC,2,269.76
2017,80,Z,CV,6,157.24
2017,81,Z,S,16731,375.2
2017,81,Z,P,28,350.87
2017,81,Z,C,1019,285.15
2017,81,Z,V,101,204.52
2017,81,Z,PC,2,266.64
2017,81,Z,CV,6,155.43
2017,82,Z,S,15782,370.84
2017,82,Z,P,23,346.71
2017,82,Z,C,974,281.82
2017,82,Z,V,96,202.09
2017,82,Z,PC,1,263.52
2017,82,Z,CV,6,153.56
2017,83,Z,S,14852,366.4
2017,83,Z,P,19,342.62
2017,83,Z,C,929,278.49
2017,83,Z,V,90,199.67
2017,83,Z,PC,1,260.4
2017,83,Z,CV,6,151.76
2017,84,Z,S,13878,361.96
2017,84,Z,P,15,338.46
2017,84,Z,C,879,275.09
2017,84,Z,V,85,197.31
2017,84,Z,PC,1,257.21
2017,84,Z,CV,5,149.96
2017,85,Z,S,12869,357.6
2017,85,Z,P,12,334.3
2017,85,Z,C,826,271.77
2017,85,Z,V,79,194.88
2017,85,Z,PC,1,254.09
2017,85,Z,CV,5,148.09
2017,86,Z,S,11833,353.16
2017,86,Z,P,9,330.21
2017,86,Z,C,769,268.37
2017,86,Z,V,73,192.46
2017,86,Z,PC,1,250.97
2017,86,Z,CV,5,146.28
2017,87,Z,S,10779,348.72
2017,87,Z,P,7,326.05
2017,87,Z,C,709,265.04
2017,87,Z,V,67,190.1
2017,87,Z,CV,4,144.48
2017,88,Z,S,9589,344.35
2017,88,Z,P,6,321.96
2017,88,Z,C,639,261.71
2017,88,Z,V,60,187.67
2017,88,Z,CV,4,142.61
2017,89,Z,S,8442,339.92
2017,89,Z,P,4,317.8
2017,89,Z,C,569,258.32
2017,89,Z,V,53,185.25
2017,89,Z,CV,4,140.81
2017,90,Z,S,7343,335.48
2017,90,Z,P,3,313.71
2017,90,Z,C,501,254.99
2017,90,Z,V,46,182.82
2017,90,Z,CV,3,138.93
2017,91,Z,S,6302,331.11
2017,91,Z,P,2,309.55
2017,91,Z,C,435,251.59
2017,91,Z,V,40,180.46
2017,91,Z,CV,3,137.13
2017,92,Z,S,5329,326.68
2017,92,Z,P,2,305.46
2017,92,Z,C,373,248.26
2017,92,Z,V,34,178.04
2017,92,Z,CV,2,135.33
2017,93,Z,S,4459,322.24
2017,93,Z,P,1,301.3
2017,93,Z,C,315,244.94
2017,93,Z,V,29,175.61
2017,93,Z,CV,2,133.46
2017,94,Z,S,3664,317.87
2017,94,Z,P,1,297.21
2017,94,Z,C,262,241.54
2017,94,Z,V,24,173.25
2017,94,Z,CV,2,131.65
2017,95,Z,S,2953,313.43
2017,95,Z,P,1,293.05
2017,95,Z,C,214,238.21
2017,95,Z,V,19,170.83
2017,95,Z,CV,1,129.85
2018,61,M,S,2691,494.78
2018,61,M,P,220,462.63
2018,61,M,C,162,376.06
2018,61,M,V,110,269.66
2018,61,M,PC,13,351.62
2018,61,M,PV,4,252.15
2018,61,M,CV,7,204.93
2018,62,M,S,10485,508.98
2018,62,M,P,726,475.89
2018,62,M,C,641,386.8
2018,62,M,V,431,277.37
2018,62,M,PC,44,361.64
2018,62,M,PV,12,259.35
2018,62,M,CV,26,210.77
2018,62,M,PCV,1,197.07
2018,63,M,S,18922,523.11
2018,63,M,P,1112,489.08
2018,63,M,C,1176,397.54
2018,63,M,V,783,285.09
2018,63,M,PC,69,371.73
2018,63,M,PV,18,266.56
2018,63,M,CV,49,216.68
2018,63,M,PCV,1,202.55
2018,64,M,S,23271,537.23
2018,64,M,P,1161,502.27
2018,64,M,C,1472,408.28
2018,64,M,V,970,292.8
2018,64,M,PC,73,381.75
2018,64,M,PV,19,273.77
2018,64,M,CV,61,222.52
2018,64,M,PCV,1,208.03
2018,65,M,S,22885,551.36
2018,65,M,P,971,515.54
2018,65,M,C,1472,419.02
2018,65,M,V,960,300.51
2018,65,M,PC,62,391.77
2018,65,M,PV,16,280.98
2018,65,M,CV,62,228.36
2018,65,M,PCV,1,213.51
2018,66,M,S,22312,565.49
2018,66,M,P,806,528.73
2018,66,M,C,1459,429.76
2018,66,M,V,942,308.23
2018,66,M,PC,53,401.86
2018,66,M,PV,14,288.19
2018,66,M,CV,62,234.2
2018,66,M,PCV,1,218.99
2018,67,M,S,21672,559.87
2018,67,M,P,667,523.47
2018,67,M,C,1441,425.51
2018,67,M,V,920,305.13
2018,67,M,PC,44,397.83
2018,67,M,PV,11,285.3
2018,67,M,CV,61,231.89
2018,67,M,PCV,1,216.83
2018,68,M,S,20970,554.17
2018,68,M,P,550,518.13
2018,68,M,C,1417,421.18
2018,68,M,V,896,302.03
2018,68,M,PC,37,393.79
2018,68,M,PV,9,282.42
2018,68,M,CV,61,229.51
2018,68,M,PCV,1,214.59
2018,69,M,S,20003,548.55
2018,69,M,P,448,512.87
2018,69,M,C,1373,416.86
2018,69,M,V,860,298.93
2018,69,M,PC,31,389.75
2018,69,M,PV,8,279.54
2018,69,M,CV,59,227.21
2018,69,M,PCV,1,212.43
2018,70,M,S,19010,542.86
2018,70,M,P,363,507.61
2018,70,M,C,1325,412.6
2018,70,M,V,823,295.9
2018,70,M,PC,25,385.79
2018,70,M,PV,6,276.65
2018,70,M,CV,57,224.83
2018,71,M,S,17988,537.23
2018,71,M,P,294,502.27
2018,71,M,C,1274,408.28
2018,71,M,V,783,292.8
2018,71,M,PC,21,381.75
2018,71,M,PV,5,273.77
2018,71,M,CV,55,222.52
2018,72,M,S,16938,531.54
2018,72,M,P,236,497.01
2018,72,M,C,1218,404.02
2018,72,M,V,742,289.7
2018,72,M,PC,17,377.71
2018,72,M,PV,4,270.89
2018,72,M,CV,53,220.14
2018,73,M,S,15867,525.92
2018,73,M,P,189,491.75
2018,73,M,C,1158,399.7
2018,73,M,V,699,286.6
2018,73,M,PC,14,373.68
2018,73,M,PV,3,268.0
2018,73,M,CV,51,217.83
2018,74,M,S,15070,520.22
2018,74,M,P,154,486.42
2018,74,M,C,1116,395.37
2018,74,M,V,668,283.57
2018,74,M,PC,11,369.71
2018,74,M,PV,3,265.12
2018,74,M,CV,50,215.46
2018,75,M,S,14224,514.6
2018,75,M,P,124,481.15
2018,75,M,C,1069,391.12
2018,75,M,V,635,280.47
2018,75,M,PC,9,365.68
2018,75,M,PV,2,262.24
2018,75,M,CV,48,213.15
2018,76,M,S,13333,508.98
2018,76,M,P,99,475.89
2018,76,M,C,1017,386.8
2018,76,M,V,598,277.37
2018,76,M,PC,8,361.64
2018,76,M,PV,2,259.35
2018,76,M,CV,46,210.77
2018,77,M,S,12406,503.28
2018,77,M,P,79,470.56
2018,77,M,C,960,382.47
2018,77,M,V,560,274.28
2018,77,M,PC,6,357.6
2018,77,M,PV,1,256.47
2018,77,M,CV,43,208.46
2018,78,M,S,11449,497.66
2018,78,M,P,62,465.29
2018,78,M,C,898,378.22
2018,78,M,V,520,271.18
2018,78,M,PC,5,353.64
2018,78,M,PV,1,253.59
2018,78,M,CV,41,206.08
2018,79,M,S,10443,491.97
2018,79,M,P,49,460.03
2018,79,M,C,831,373.89
2018,79,M,V,477,268.15
2018,79,M,PC,4,349.6
2018,79,M,PV,1,250.7
2018,79,M,CV,38,203.78
2018,80,M,S,9437,486.34
2018,80,M,P,38,454.7
2018,80,M,C,762,369.64
2018,80,M,V,434,265.05
2018,80,M,PC,3,345.57
2018,80,M,PV,1,247.82
2018,80,M,CV,35,201.47
2018,81,M,S,8439,480.65
2018,81,M,P,29,449.44
2018,81,M,C,690,365.32
2018,81,M,V,390,261.95
2018,81,M,PC,2,341.53
2018,81,M,PV,1,244.94
2018,81,M,CV,32,199.09
2018,82,M,S,7459,475.03
2018,82,M,P,22,444.17
2018,82,M,C,618,360.99
2018,82,M,V,347,258.85
2018,82,M,PC,2,337.56
2018,82,M,CV,29,196.79
2018,83,M,S,6509,469.33
2018,83,M,P,16,438.84
2018,83,M,C,547,356.74
2018,83,M,V,304,255.82
2018,83,M,PC,1,333.53
2018,83,M,CV,26,194.41
2018,84,M,S,5622,463.71
2018,84,M,P,12,433.58
2018,84,M,C,479,352.41
2018,84,M,V,264,252.72
2018,84,M,PC,1,329.49
2018,84,M,CV,23,192.1
2018,85,M,S,4781,458.09
2018,85,M,P,9,428.24
2018,85,M,C,412,348.09
2018,85,M,V,226,249.62
2018,85,M,PC,1,325.53
2018,85,M,CV,20,189.72
2018,86,M,S,3997,452.39
2018,86,M,P,6,422.98
2018,86,M,C,349,343.84
2018,86,M,V,190,246.52
2018,86,M,PC,1,321.49
2018,86,M,CV,17,187.42
2018,87,M,S,3280,446.77
2018,87,M,P,4,417.72
2018,87,M,C,290,339.51
2018,87,M,V,157,243.5
2018,87,M,CV,14,185.04
2018,88,M,S,2636,441.07
2018,88,M,P,3,412.39
2018,88,M,C,236,335.26
2018,88,M,V,127,240.4
2018,88,M,CV,11,182.73
2018,89,M,S,2045,435.45
2018,89,M,P,2,407.12
2018,89,M,C,186,330.93
2018,89,M,V,99,237.3
2018,89,M,CV,9,180.35
2018,90,M,S,1549,429.76
2018,90,M,P,1,401.86
2018,90,M,C,142,326.61
2018,90,M,V,75,234.2
2018,90,M,CV,7,178.04
2018,91,M,S,1142,424.14
2018,91,M,P,1,396.53
2018,91,M,C,106,322.35
2018,91,M,V,56,231.17
2018,91,M,CV,5,175.67
2018,92,M,S,817,418.44
2018,92,M,P,1,391.27
2018,92,M,C,77,318.03
2018,92,M,V,40,228.07
2018,92,M,CV,4,173.36
2018,93,M,S,565,412.82
2018,93,M,C,54,313.7
2018,93,M,V,28,224.97
2018,93,M,CV,3,170.98
2018,94,M,S,379,407.12
2018,94,M,C,37,309.45
2018,94,M,V,19,221.87
2018,94,M,CV,2,168.67
2018,95,M,S,245,401.5
2018,95,M,C,24,305.13
2018,95,M,V,12,218.84
2018,95,M,CV,1,166.3
2018,60,Z,S,1964,390.11
2018,60,Z,P,171,364.81
2018,60,Z,C,86,296.48
2018,60,Z,V,10,212.64
2018,60,Z,PC,8,277.23
2018,61,Z,S,10097,401.65
2018,61,Z,P,742,375.48
2018,61,Z,C,452,305.2
2018,61,Z,V,54,218.92
2018,61,Z,PC,33,285.38
2018,61,Z,PV,2,204.64
2018,61,Z,CV,2,166.37
2018,62,Z,S,20064,413.11
2018,62,Z,P,1250,386.22
2018,62,Z,C,914,313.92
2018,62,Z,V,107,225.11
2018,62,Z,PC,57,293.52
2018,62,Z,PV,3,210.48
2018,62,Z,CV,5,171.12
2018,63,Z,S,26722,424.57
2018,63,Z,P,1413,396.96
2018,63,Z,C,1238,322.64
2018,63,Z,V,144,231.39
2018,63,Z,PC,65,301.67
2018,63,Z,PV,3,216.32
2018,63,Z,CV,7,175.88
2018,64,Z,S,27135,436.03
2018,64,Z,P,1219,407.7
2018,64,Z,C,1278,331.36
2018,64,Z,V,147,237.66
2018,64,Z,PC,57,309.88
2018,64,Z,PV,3,222.16
2018,64,Z,CV,7,180.64
2018,65,Z,S,26932,447.49
2018,65,Z,P,1030,418.44
2018,65,Z,C,1290,340.09
2018,65,Z,V,147,243.93
2018,65,Z,PC,49,318.03
2018,65,Z,PV,2,228.07
2018,65,Z,CV,7,185.33
2018,66,Z,S,26680,459.02
2018,66,Z,P,869,429.18
2018,66,Z,C,1299,348.81
2018,66,Z,V,146,250.13
2018,66,Z,PC,42,326.17
2018,66,Z,PV,2,233.91
2018,66,Z,CV,7,190.08
2018,67,Z,S,26373,454.41
2018,67,Z,P,732,424.86
2018,67,Z,C,1305,345.35
2018,67,Z,V,145,247.68
2018,67,Z,PC,36,322.93
2018,67,Z,PV,2,231.53
2018,67,Z,CV,7,188.21
2018,68,Z,S,26012,449.8
2018,68,Z,P,616,420.6
2018,68,Z,C,1308,341.89
2018,68,Z,V,144,245.15
2018,68,Z,PC,31,319.62
2018,68,Z,PV,1,229.22
2018,68,Z,CV,7,186.33
2018,69,Z,S,25323,445.18
2018,69,Z,P,512,416.28
2018,69,Z,C,1293,338.36
2018,69,Z,V,141,242.63
2018,69,Z,PC,26,316.37
2018,69,Z,PV,1,226.84
2018,69,Z,CV,7,184.39
2018,70,Z,S,24606,440.64
2018,70,Z,P,425,411.95
2018,70,Z,C,1276,334.9
2018,70,Z,V,138,240.11
2018,70,Z,PC,22,313.13
2018,70,Z,PV,1,224.54
2018,70,Z,CV,7,182.51
2018,71,Z,S,23854,436.03
2018,71,Z,P,352,407.7
2018,71,Z,C,1256,331.36
2018,71,Z,V,135,237.66
2018,71,Z,PC,19,309.88
2018,71,Z,PV,1,222.16
2018,71,Z,CV,7,180.64
2018,72,Z,S,23068,431.42
2018,72,Z,P,291,403.38
2018,72,Z,C,1233,327.9
2018,72,Z,V,131,235.13
2018,72,Z,PC,16,306.57
2018,72,Z,PV,1,219.85
2018,72,Z,CV,7,178.69
2018,73,Z,S,22247,426.87
2018,73,Z,P,240,399.12
2018,73,Z,C,1207,324.44
2018,73,Z,V,127,232.61
2018,73,Z,PC,13,303.32
2018,73,Z,PV,1,217.55
2018,73,Z,CV,7,176.82
2018,74,Z,S,21814,422.26
2018,74,Z,P,201,394.8
2018,74,Z,C,1201,320.91
2018,74,Z,V,125,230.16
2018,74,Z,PC,11,300.08
2018,74,Z,CV,7,174.87
2018,75,Z,S,21321,417.65
2018,75,Z,P,168,390.54
2018,75,Z,C,1191,317.45
2018,75,Z,V,123,227.64
2018,75,Z,PC,9,296.84
2018,75,Z,CV,7,173.0
2018,76,Z,S,20767,413.11
2018,76,Z,P,140,386.22
2018,76,Z,C,1176,313.92
2018,76,Z,V,121,225.11
2018,76,Z,PC,8,293.52
2018,76,Z,CV,7,171.12
2018,77,Z,S,20151,408.49
2018,77,Z,P,116,381.97
2018,77,Z,C,1158,310.46
2018,77,Z,V,118,222.66
2018,77,Z,PC,7,290.28
2018,77,Z,CV,7,169.18
2018,78,Z,S,19474,403.88
2018,78,Z,P,96,377.64
2018,78,Z,C,1135,307.0
2018,78,Z,V,115,220.14
2018,78,Z,PC,6,287.03
2018,78,Z,CV,7,167.3
2018,79,Z,S,18680,399.34
2018,79,Z,P,79,373.39
2018,79,Z,C,1103,303.47
2018,79,Z,V,111,217.62
2018,79,Z,PC,5,283.79
2018,79,Z,CV,7,165.43
2018,80,Z,S,17836,394.73
2018,80,Z,P,64,369.06
2018,80,Z,C,1068,300.01
2018,80,Z,V,106,215.1
2018,80,Z,PC,4,280.47
2018,80,Z,CV,6,163.48
2018,81,Z,S,16944,390.11
2018,81,Z,P,52,364.81
2018,81,Z,C,1028,296.48
2018,81,Z,V,101,212.64
2018,81,Z,PC,3,277.23
2018,81,Z,CV,6,161.61
2018,82,Z,S,16005,385.57
2018,82,Z,P,42,360.49
2018,82,Z,C,984,293.02
2018,82,Z,V,96,210.12
2018,82,Z,PC,3,273.99
2018,82,Z,CV,6,159.66
2018,83,Z,S,15024,380.96
2018,83,Z,P,34,356.23
2018,83,Z,C,936,289.56
2018,83,Z,V,91,207.6
2018,83,Z,PC,2,270.74
2018,83,Z,CV,6,157.79
2018,84,Z,S,14061,376.34
2018,84,Z,P,27,351.91
2018,84,Z,C,887,286.02
2018,84,Z,V,86,205.15
2018,84,Z,PC,2,267.43
2018,84,Z,CV,5,155.92
2018,85,Z,S,13061,371.8
2018,85,Z,P,22,347.58
2018,85,Z,C,835,282.56
2018,85,Z,V,80,202.62
2018,85,Z,PC,1,264.18
2018,85,Z,CV,5,153.97
2018,86,Z,S,12031,367.19
2018,86,Z,P,17,343.33
2018,86,Z,C,779,279.03
2018,86,Z,V,74,200.1
2018,86,Z,PC,1,260.94
2018,86,Z,CV,5,152.09
2018,87,Z,S,10981,362.58
2018,87,Z,P,13,339.01
2018,87,Z,C,720,275.57
2018,87,Z,V,68,197.65
2018,87,Z,PC,1,257.7
2018,87,Z,CV,4,150.22
2018,88,Z,S,9923,358.04
2018,88,Z,P,10,334.75
2018,88,Z,C,658,272.11
2018,88,Z,V,62,195.13
2018,88,Z,PC,1,254.38
2018,88,Z,CV,4,148.27
2018,89,Z,S,8749,353.42
2018,89,Z,P,8,330.43
2018,89,Z,C,588,268.58
2018,89,Z,V,55,192.61
2018,89,Z,PC,1,251.14
2018,89,Z,CV,4,146.4
2018,90,Z,S,7626,348.81
2018,90,Z,P,6,326.17
2018,90,Z,C,519,265.12
2018,90,Z,V,48,190.08
2018,90,Z,CV,3,144.45
2018,91,Z,S,6562,344.27
2018,91,Z,P,4,321.85
2018,91,Z,C,452,261.59
2018,91,Z,V,41,187.63
2018,91,Z,CV,3,142.58
2018,92,Z,S,5565,339.65
2018,92,Z,P,3,317.6
2018,92,Z,C,387,258.13
2018,92,Z,V,35,185.11
2018,92,Z,CV,2,140.71
2018,93,Z,S,4644,335.04
2018,93,Z,P,2,313.27
2018,93,Z,C,327,254.67
2018,93,Z,V,30,182.59
2018,93,Z,CV,2,138.76
2018,94,Z,S,3829,330.5
2018,94,Z,P,2,309.02
2018,94,Z,C,273,251.14
2018,94,Z,V,25,180.14
2018,94,Z,CV,2,136.89
2018,95,Z,S,3097,325.89
2018,95,Z,P,1,304.69
2018,95,Z,C,223,247.68
2018,95,Z,V,20,177.61
2018,95,Z,CV,1,135.01
2019,61,M,S,1741,513.08
2019,61,M,P,220,479.74
2019,61,M,C,104,389.97
2019,61,M,V,71,279.64
2019,61,M,PC,13,364.63
2019,61,M,PV,4,261.47
2019,61,M,CV,4,212.51
2019,62,M,S,8885,527.81
2019,62,M,P,945,493.5
2019,62,M,C,541,401.11
2019,62,M,V,363,287.64
2019,62,M,PC,58,375.02
2019,62,M,PV,15,268.95
2019,62,M,CV,22,218.57
2019,62,M,PCV,1,204.37
2019,63,M,S,17498,542.46
2019,63,M,P,1570,507.18
2019,63,M,C,1083,412.24
2019,63,M,V,719,295.63
2019,63,M,PC,97,385.48
2019,63,M,PV,26,276.42
2019,63,M,CV,45,224.7
2019,63,M,PCV,2,210.05
2019,64,M,S,23054,557.11
2019,64,M,P,1749,520.86
2019,64,M,C,1452,423.38
2019,64,M,V,954,303.63
2019,64,M,PC,110,395.87
2019,64,M,PV,29,283.9
2019,64,M,CV,60,230.75
2019,64,M,PCV,2,215.73
2019,65,M,S,23108,571.76
2019,65,M,P,1485,534.61
2019,65,M,C,1480,434.52
2019,65,M,V,962,311.63
2019,65,M,PC,95,406.26
2019,65,M,PV,25,291.37
2019,65,M,CV,62,236.81
2019,65,M,PCV,2,221.41
2019,66,M,S,22613,586.41
2019,66,M,P,1233,548.29
2019,66,M,C,1473,445.66
2019,66,M,V,947,319.63
2019,66,M,PC,80,416.73
2019,66,M,PV,21,298.85
2019,66,M,CV,62,242.86
2019,66,M,PCV,1,227.09
2019,67,M,S,22038,580.58
2019,67,M,P,1021,542.83
2019,67,M,C,1459,441.25
2019,67,M,V,929,316.42
2019,67,M,PC,68,412.54
2019,67,M,PV,17,295.86
2019,67,M,CV,61,240.47
2019,67,M,PCV,1,224.85
2019,68,M,S,21388,574.68
2019,68,M,P,843,537.3
2019,68,M,C,1439,436.76
2019,68,M,V,907,313.2
2019,68,M,PC,57,408.36
2019,68,M,PV,14,292.87
2019,68,M,CV,61,238.0
2019,68,M,PCV,1,222.53
2019,69,M,S,20668,568.84
2019,69,M,P,694,531.84
2019,69,M,C,1413,432.28
2019,69,M,V,882,309.99
2019,69,M,PC,47,404.17
2019,69,M,PV,12,289.88
2019,69,M,CV,60,235.61
2019,69,M,PCV,1,220.29
2019,70,M,S,19681,562.94
2019,70,M,P,563,526.39
2019,70,M,C,1366,427.87
2019,70,M,V,845,306.85
2019,70,M,PC,39,400.06
2019,70,M,PV,10,286.89
2019,70,M,CV,59,233.14
2019,70,M,PCV,1,218.04
2019,71,M,S,18663,557.11
2019,71,M,P,456,520.86
2019,71,M,C,1316,423.38
2019,71,M,V,807,303.63
2019,71,M,PC,32,395.87
2019,71,M,PV,8,283.9
2019,71,M,CV,57,230.75
2019,71,M,PCV,1,215.73
2019,72,M,S,17613,551.2
2019,72,M,P,367,515.4
2019,72,M,C,1261,418.97
2019,72,M,V,766,300.42
2019,72,M,PC,26,391.69
2019,72,M,PV,6,280.91
2019,72,M,CV,55,228.29
2019,73,M,S,16535,545.37
2019,73,M,P,294,509.94
2019,73,M,C,1202,414.49
2019,73,M,V,723,297.2
2019,73,M,PC,21,387.5
2019,73,M,PV,5,277.92
2019,73,M,CV,53,225.89
2019,74,M,S,15435,539.47
2019,74,M,P,235,504.41
2019,74,M,C,1139,410.0
2019,74,M,V,679,294.07
2019,74,M,PC,17,383.39
2019,74,M,PV,4,274.93
2019,74,M,CV,50,223.43
2019,75,M,S,14601,533.64
2019,75,M,P,190,498.95
2019,75,M,C,1093,405.59
2019,75,M,V,647,290.85
2019,75,M,PC,14,379.21
2019,75,M,PV,3,271.94
2019,75,M,CV,48,221.03
2019,76,M,S,13718,527.81
2019,76,M,P,152,493.5
2019,76,M,C,1042,401.11
2019,76,M,V,611,287.64
2019,76,M,PC,12,375.02
2019,76,M,PV,3,268.95
2019,76,M,CV,46,218.57
2019,77,M,S,12794,521.9
2019,77,M,P,121,487.97
2019,77,M,C,986,396.62
2019,77,M,V,573,284.42
2019,77,M,PC,9,370.83
2019,77,M,PV,2,265.96
2019,77,M,CV,44,216.18
2019,78,M,S,11836,516.07
2019,78,M,P,96,482.51
2019,78,M,C,925,392.21
2019,78,M,V,534,281.21
2019,78,M,PC,8,366.72
2019,78,M,PV,2,262.97
2019,78,M,CV,42,213.71
2019,79,M,S,10854,510.17
2019,79,M,P,75,477.05
2019,79,M,C,860,387.73
2019,79,M,V,492,278.07
2019,79,M,PC,6,362.54
2019,79,M,PV,1,259.98
2019,79,M,CV,39,211.32
2019,80,M,S,9831,504.34
2019,80,M,P,58,471.52
2019,80,M,C,790,383.32
2019,80,M,V,448,274.85
2019,80,M,PC,5,358.35
2019,80,M,PV,1,256.99
2019,80,M,CV,36,208.93
2019,81,M,S,8815,498.43
2019,81,M,P,45,466.06
2019,81,M,C,718,378.83
2019,81,M,V,404,271.64
2019,81,M,PC,4,354.16
2019,81,M,PV,1,254.0
2019,81,M,CV,33,206.46
2019,82,M,S,7814,492.6
2019,82,M,P,34,460.61
2019,82,M,C,645,374.35
2019,82,M,V,361,268.43
2019,82,M,PC,3,350.05
2019,82,M,PV,1,251.01
2019,82,M,CV,30,204.07
2019,83,M,S,6841,486.7
2019,83,M,P,25,455.08
2019,83,M,C,572,369.94
2019,83,M,V,318,265.29
2019,83,M,PC,2,345.87
2019,83,M,CV,27,201.6
2019,84,M,S,5907,480.86
2019,84,M,P,19,449.62
2019,84,M,C,501,365.45
2019,84,M,V,276,262.07
2019,84,M,PC,2,341.68
2019,84,M,CV,23,199.21
2019,85,M,S,5043,475.03
2019,85,M,P,14,444.09
